Population 0 to 15 years,Population aged 16 to 24 years,Population aged 25 to 64 years,Population aged 65 years and over
16.3,9.3,53.8,20.6
18.6,8.5,50.9,22
15.1,6.7,43.3,34.8
17.9,11.1,52.9,18.2
17.8,7.9,42.8,31.6
20.1,11.1,52.4,16.4
12.4,12.9,53.6,21.1
10.4,5.6,39,45
14,6.2,43.4,36.4
22.3,7.1,49.3,21.2
19.1,7.1,48.9,24.8
16.4,8,48.9,26.6
16.6,6.7,47.2,29.5
16.1,7.4,47,29.4
15.5,8.7,45.8,30
18,7.3,48.4,26.3
16,18.6,46.4,19
17.3,8.3,46.3,28.2
12.1,16,48.8,23.2
17.5,12,46.5,24
18.4,11,50.8,19.8
14.8,6.9,44.5,33.8
13.4,7.3,43.3,36
23.6,9.4,55.5,11.5
21,8,54.9,16.2
20.8,9.7,52.7,16.9
20.7,8.4,58.7,12.2
21.7,9.3,53.9,15.1
19.7,9.4,53.7,17.2
20.8,9,55.6,14.5
22.3,9.8,57.3,10.5
19.8,9.2,54.8,16.2
23.8,9.6,57.4,9.2
22.3,9.2,51.7,16.8
25.2,12.3,55.6,6.9
22.9,9.7,57.3,10.2
18.2,9.1,54.7,18
18.6,9,53.2,19.3
18.8,10.1,51.8,19.4
18.5,8.9,53.9,18.7
17.9,9.1,50.7,22.3
18.2,8.8,52.6,20.3
22.2,8,54.2,15.6
18.8,12.5,46.8,21.9
20.7,9.8,55.4,14.1
20,8.5,51.2,20.3
16.9,8.2,52.8,22
11.2,6.6,43.3,38.8
15.9,6.7,47.5,29.9
17.1,7.8,47.3,27.8
18.9,8,49.5,23.5
15.1,7.8,46.7,30.3
19,8.2,53.2,19.7
18.4,11.4,50.5,19.8
19.9,7.7,53.4,19
18,8.9,50.2,22.9
18.8,7.3,49.2,24.7
18.2,12.5,48.3,21
20.9,7,52.1,19.9
21.1,7,47.6,24.3
18.9,6.7,57,17.4
22.2,8.2,53.6,15.9
21.4,8.6,52,18.1
20.9,9.8,56,13.3
19.3,8.7,51.9,20.1
18,8.5,54.4,19.2
17,9,49,24.9
21.5,8.8,52,17.7
18.4,7.4,48.1,26.2
12.5,6.9,45.4,35.2
17.2,7.6,49.1,26.1
20.9,8.6,49.3,21.2
19.6,9.2,51.7,19.5
20.8,9.5,55.8,13.9
23.4,9.3,53.1,14.3
18.3,8.3,50.5,23
22.4,10,55.5,12.2
19.9,9.7,51.8,18.6
12.1,7.2,53.8,26.8
14.1,9.4,58.2,18.3
15.5,7.9,49.2,27.4
13.2,6.5,43.4,36.9
17.9,7.3,51.5,23.3
18.7,12.4,44.9,24.1
16.9,7.4,50.6,25.1
19.8,8.6,52.9,18.7
14.4,8.1,46.8,30.8
14.4,7.4,53.2,24.9
18.6,7.4,52.3,21.7
17.8,10.1,48.6,23.5
17.9,6.9,53.7,21.6
25.1,18.5,49.8,6.6
17.9,7.6,50.7,23.8
20.5,7.4,52.1,19.9
20.6,7.8,51.8,19.9
17.4,6.7,51.2,24.8
19.8,7,50.3,22.9
18.1,8.5,53.1,20.4
20.2,8.8,52.2,18.8
17.7,8.6,53,20.6
20.7,10.1,53.7,15.5
18.9,9.2,54,17.9
18.4,8.9,51.8,20.9
16.5,8.1,50.6,24.8
17.6,9.9,59.5,13
23.9,9.8,51.7,14.6
16.7,8.4,52.3,22.6
20.3,8.9,50.6,20.2
19.6,8,50.7,21.7
23.8,15.6,52.1,8.5
19.4,8.6,53,19
21.5,8.8,53.3,16.5
17.1,8.1,49.6,25.2
15.3,7.1,46.6,31
21.6,7.6,52.1,18.7
23.2,10.5,52.7,13.6
16.5,8.2,49.5,25.8
16.3,6.4,50,27.3
16.8,8.2,56.1,18.9
16.2,9.6,53.8,20.4
23,7.5,48.3,21.3
14.4,7.8,46.1,31.7
19.5,10,51.4,19
17.2,7.2,50,25.6
16.9,7.6,47.4,28.2
16.7,7.5,47.6,28.1
20.2,9.2,50.6,20
19.9,8.1,50.7,21.3
16.6,8.1,51.6,23.7
16.8,6.4,47.7,29.1
17.4,6.1,48,28.6
21.9,8.1,53,17
18.2,11.5,55.5,14.8
21.5,8.7,51.8,18.1
18.7,9.7,48.6,23
20.6,10,54.6,14.8
18.3,8.8,54.4,18.5
18.9,8,48.5,24.6
15.6,7,49,28.4
20.6,9.4,52.2,17.7
19.3,10.1,50.1,20.4
17.9,8.2,51.5,22.4
13.7,10.8,47.8,27.6
15.1,7.2,48.4,29.3
21.3,7.5,47.2,24
15.4,7.3,50.3,27
16,8.7,52,23.3
16.7,8.2,48,27.1
14.7,8.1,47.6,29.6
18.4,7.1,51.4,23.1
18.7,9.6,52.2,19.5
17.1,8,52.3,22.7
18.2,7.3,49.6,24.9
17.8,9.8,52.9,19.4
15.4,14.3,46.7,23.5
21.8,7.8,51.1,19.3
22.7,10.4,52.9,14.1
13.8,8.8,57.9,19.5
15.6,8,47,29.3
16.6,7.2,48.7,27.4
14.9,7.7,48.5,28.9
15,7.5,49.5,28
14.7,6.7,47.4,31.3
18.4,9.7,51.9,20
22,10.2,48.4,19.4
15,6.1,48.7,30.2
15.6,8.6,44.6,31.2
12.7,12.8,44.1,30.3
14.6,7.6,47.5,30.3
17.7,7.9,51.1,23.3
24.2,10.4,53.1,12.3
24.3,8.9,53.1,13.7
22.7,11.8,54.8,10.7
19,10.2,54.7,16.1
19.2,10.5,54.5,15.8
17.5,8.5,51.7,22.2
16.3,8,52.6,23.1
19.3,9.3,52.4,19
26,10.7,51.3,11.9
18.1,8.5,52.4,21
17.1,9.6,53.5,19.8
16.5,8.5,51.6,23.5
17.7,7,50.2,25.1
24.3,10.9,50.8,14
20.2,10.5,58.7,10.5
17.7,9.7,55.1,17.5
24.5,11.4,51.4,12.7
10.8,33.7,35.2,20.3
11.8,20.1,54.9,13.1
20.9,10.5,55.8,12.7
18.7,21.5,43.2,16.5
21.8,10.6,52.9,14.7
17.2,13.1,56.9,12.8
17,10.2,48.9,23.9
17.6,9.5,53.3,19.6
17.8,9.4,55.8,17
17.5,7.8,50.2,24.6
23.4,9.4,49.6,17.7
15,7.3,48.6,29.1
17.5,8.3,48.4,25.8
16.7,9.4,50.4,23.6
17.5,8,49.8,24.7
16.2,8.2,49.7,25.9
14.7,7.3,48,29.9
20.3,8.7,52.3,18.7
13.7,8.3,47.1,30.9
15.8,8.9,53.2,22.1
16,7.8,45.5,30.7
16.4,8.3,50.5,24.8
16.6,9.3,57.1,17
17.9,9.2,50.7,22.2
20.4,9,52.9,17.7
19.5,10,55.6,14.9
12.9,6.2,46,35
15.9,6.5,47.9,29.7
16.4,8.6,47.2,27.7
17.1,8.4,48.9,25.6
16.4,8.9,52.3,22.4
22.1,11.9,52.6,13.3
14.5,7.4,48.2,29.8
16.4,8.3,48.4,26.9
16.6,8.1,48.7,26.6
18.4,9.7,53.5,18.4
24,10.8,48.8,16.4
16.2,9,52,22.7
13,6.6,47.4,33
18.4,8.6,47,25.9
16.5,8.2,51.2,24.1
15.7,8.4,46,29.8
15.1,7.7,52.3,25
20.6,9.1,52.2,18.1
26,9.8,54.4,9.8
22.1,10,54.5,13.4
19.1,9.8,52.4,18.7
24.4,10,55.3,10.2
22.7,7.3,55.3,14.7
24.5,10.8,55,9.8
16.9,8.5,47.9,26.7
17.9,8.4,50.2,23.5
18.6,7.7,62.2,11.5
16.1,8.2,61.7,14
26.8,11.6,54.1,7.5
25.7,10.3,55.6,8.3
20.7,9.9,55.7,13.8
21.4,8.9,55.3,14.4
18.4,12.3,62.8,6.5
27.8,10.5,52.1,9.6
24.3,11.4,55.7,8.6
8.6,31.3,51.9,8.2
14.1,19.7,58.9,7.3
16.3,9.4,55.1,19.1
18.4,10.6,51.3,19.7
25.5,10.9,52.3,11.3
20.3,9.4,51.6,18.7
21.8,10.4,51.2,16.6
22,9.4,52,16.6
19.4,12.3,53.7,14.6
18.7,10.5,50.4,20.4
17.3,9.5,48.8,24.4
18,9.8,48.5,23.6
18,10.5,49.1,22.4
18.3,9.3,50.1,22.3
24.3,10.3,47.8,17.7
16.8,9.9,49.2,24.1
18,22.6,47.1,12.4
18.2,10.5,48,23.3
28,11.2,49,11.7
17.1,8.5,50.3,24.1
20.3,8.8,50.5,20.4
15.8,9.6,51.8,22.9
19.3,7.4,48.3,25.1
20.3,8.8,47.8,23.2
17.1,8.1,50.8,24
17.1,9.6,54,19.3
18.9,11.4,50.3,19.5
18.3,10.6,55.6,15.5
14.9,7.9,48.4,28.8
22.1,11.9,49.4,16.6
14,9.7,48.5,27.7
20.3,9.5,50.5,19.7
17.8,8.1,51.8,22.3
20.6,11.1,49.8,18.5
17.8,9.1,55.5,17.5
18.7,8,50,23.3
19,9.5,49.1,22.4
15,7.3,48,29.7
17.7,8.1,49.4,24.8
19.1,9,48.5,23.4
9.7,23.6,57.8,8.8
20.9,13.4,49.1,16.6
3.5,62,33.8,0.6
6.5,56.8,34.5,2.2
23.3,8.2,53.9,14.5
27.4,10.3,55.3,7
27.1,9.4,57.4,6
26.9,8.9,59.6,4.6
24.2,9.7,57.2,8.9
6.1,59.2,31.5,3.1
5.1,50.9,42.8,1.2
13.7,23.3,49.2,13.8
17.5,10.5,68,3.9
14.5,9.8,72.2,3.5
16.3,24.1,50.7,8.9
13.7,29.9,43.8,12.7
18.2,8,48.2,25.6
15.4,8.6,50.1,25.9
27.4,9.7,59.5,3.4
30.4,14.2,47.8,7.5
4.9,66.5,24.7,4
19.5,9.5,55.1,15.9
27.5,9.7,56.7,6
18.4,8.2,48.6,24.8
17.8,8.7,48.9,24.6
18.8,10.5,50.4,20.3
15.7,8.3,48.2,27.8
18.5,19.4,50.7,11.4
17.7,9.8,53.6,18.9
17.7,9.4,50.8,22.1
18.8,9.8,49.2,22.3
16.4,8.4,51.1,24.1
31.6,7.7,55.6,5.1
24.1,7.5,53.9,14.5
1.6,53.9,43.7,0.9
13.8,18.9,58.7,8.6
23.4,9.2,54.3,13
29.3,10.7,54.4,5.6
17,10.7,58,14.3
12.2,11.3,51.7,24.8
19.9,9.7,50.9,19.5
18.7,10,54.6,16.6
9.2,8.2,57.2,25.3
19.5,9.2,53.2,18.1
10,9.4,57.5,23.1
20.3,7.5,51.9,20.3
14.5,21.3,59.4,4.7
27.2,10.8,54.2,7.8
32.7,10.8,47.6,8.9
22.6,9.9,59.3,8.1
16.1,9.1,49.9,24.9
16.9,9.6,48.3,25.2
15,8,48,28.9
25.9,11.4,50.7,11.9
16.7,25.9,52.1,5.2
10.6,22.1,62.9,4.4
15.4,24.4,55.5,4.7
13.9,16.2,64.9,5
4.6,28.9,64.5,2
31.3,15.8,45.4,7.5
31.9,13.6,47.6,6.9
7,18.8,70.8,3.4
16.4,8.9,49.2,25.5
6.4,40.9,49.8,2.9
19.8,16.7,53.7,9.8
16.2,9.3,52.8,21.7
8.5,15.1,62.8,13.7
15.1,10.2,60.1,14.7
14,9.5,50.4,26
18.9,10.1,51.3,19.7
17.4,22,44.3,16.3
1.9,47.7,47.6,2.7
18.2,13.8,62.4,5.6
3.3,62.7,32.7,1.3
25.6,11.9,57.6,4.9
9.2,14.8,72.2,3.8
5.5,23.6,68.4,2.5
26.4,8.7,58.9,6
21.4,9.8,57,11.7
22.3,10.4,56.1,11.3
34,10.2,48,7.8
16.5,10.7,50.1,22.8
20.2,11.2,54.6,13.9
21,13.1,50.8,15.1
25.9,10.2,56.8,7.1
22.5,8.7,53.7,15.2
17.9,19.5,58.9,3.6
20,12.6,60.6,6.8
19.4,10.5,62.1,8
18.4,9.9,60.1,11.6
2.3,69.8,26.5,1.3
7.1,22.1,64.1,6.6
4.2,30.6,62.6,2.5
